,conf,currYr,label,source,value,year,unit
0,55.0,1.0,Investments,Investments 2 32026624 32026 624,32026,2017.0,US$
1,55.0,0.0,Investments,Investments 2 32026624 32026 624,624,2016.0,US$
2,91.0,1.0,Creditors amounts falling due within 3 oneyear ss   Net current liabilities,oneyear ss 32046099 32040592 Net current liabilities 3 32046099 32040592,32046099,2017.0,US$
3,88.0,0.0,Creditors amounts falling due within 3 oneyear ss   Net current liabilities,oneyear ss 32046099 32040592 Net current liabilities 3 32046099 32040592,32040592,2016.0,US$
4,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities   19475 13968,19475,2017.0,US$
5,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities   19475 13968,13968,2016.0,US$
6,96.0,1.0,Amounts due in respect of profits,Amounts due in respect of profits 19575 14068,19575,2017.0,US$
7,96.0,0.0,Amounts due in respect of profits,Amounts due in respect of profits 19575 14068,14068,2016.0,US$
