,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Debtors,Debtors 39379 13544,39379,2017.0,£
1,96.0,0.0,Debtors,Debtors 39379 13544,13544,2016.0,£
2,96.0,1.0,Cash at bank andin hand.,Cash at bank andin hand. 47408 11649,47408,2017.0,£
3,95.0,0.0,Cash at bank andin hand.,Cash at bank andin hand. 47408 11649,11649,2016.0,£
4,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 48586 17061,48586,2017.0,£
5,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 48586 17061,17061,2016.0,£
6,62.0,1.0,Net current assets,Net current assets 38201 8132,38201,2017.0,£
7,96.0,0.0,Net current assets,Net current assets 38201 8132,8132,2016.0,£
8,94.0,1.0,Total assets less current liabilities,Total assets less current liabilities 38201 8132,38201,2017.0,£
9,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 38201 8132,8132,2016.0,£
10,95.0,1.0,Net assets,Net assets  38201 8132,38201,2017.0,£
11,96.0,0.0,Net assets,Net assets  38201 8132,8132,2016.0,£
12,96.0,1.0,Called up share capital,Called up share capital 1 1,1,2017.0,£
13,78.0,0.0,Called up share capital,Called up share capital 1 1,1,2016.0,£
14,95.0,1.0,Profit and loss account,Profit and loss account 38200 8131,38200,2017.0,£
15,96.0,0.0,Profit and loss account,Profit and loss account 38200 8131,8131,2016.0,£
16,96.0,1.0,Shareholders funds,Shareholders funds 38201 8132,38201,2017.0,£
17,96.0,0.0,Shareholders funds,Shareholders funds 38201 8132,8132,2016.0,£
