,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2006.0,£
1,70.0,0.0,Notes,Notes 2017 2016,2016,2005.0,£
2,96.0,1.0,Fixed Assets,Fixed Assets 93 124,93,2006.0,£
3,96.0,0.0,Fixed Assets,Fixed Assets 93 124,124,2005.0,£
4,82.0,1.0,Current Assets,Current Assets 1698 42223,1698,2006.0,£
5,82.0,0.0,Current Assets,Current Assets 1698 42223,42223,2005.0,£
6,39.0,1.0,None Net current assets liabilities,None Net current assets liabilities 1698 32365,1698,2006.0,£
7,96.0,0.0,None Net current assets liabilities,None Net current assets liabilities 1698 32365,32365,2005.0,£
8,47.0,1.0,None Total assets less current Liabilities,None Total assets less current Liabilities 1791 32489,1791,2006.0,£
9,77.0,0.0,None Total assets less current Liabilities,None Total assets less current Liabilities 1791 32489,32489,2005.0,£
10,85.0,1.0,Total net assets liabilities,Total net assets liabilities 1791 32489,1791,2006.0,£
11,85.0,0.0,Total net assets liabilities,Total net assets liabilities 1791 32489,32489,2005.0,£
12,19.0,1.0,None Reserves,None Reserves 1791 32489,1791,2006.0,£
13,92.0,0.0,None Reserves,None Reserves 1791 32489,32489,2005.0,£
