,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2006.0,£
1,95.0,0.0,Notes,Notes 2017 2016,2016,2005.0,£
2,69.0,1.0,Fixed Assets,Fixed Assets 18033 22542,18033,2006.0,£
3,74.0,0.0,Fixed Assets,Fixed Assets 18033 22542,22542,2005.0,£
4,75.0,1.0,Current Assets,Current Assets 4123 4191,4123,2006.0,£
5,75.0,0.0,Current Assets,Current Assets 4123 4191,4191,2005.0,£
6,85.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 8678 8678,8678,2006.0,£
7,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 8678 8678,8678,2005.0,£
8,29.0,1.0,Net current assets liabilities,Net current assets liabilities 4555 4487,4555,2006.0,£
9,67.0,0.0,Net current assets liabilities,Net current assets liabilities 4555 4487,4487,2005.0,£
