,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2006.0,£
1,40.0,0.0,Notes,Notes 2018 2017,2017,2005.0,£
2,95.0,1.0,Fixed Assets,Fixed Assets 11268 11268,11268,2006.0,£
3,96.0,0.0,Fixed Assets,Fixed Assets 11268 11268,11268,2005.0,£
4,27.0,1.0,Total assets less current liabilities,Total assets less current liabilities 11268 11268,11268,2006.0,£
5,28.0,0.0,Total assets less current liabilities,Total assets less current liabilities 11268 11268,11268,2005.0,£
6,96.0,1.0,Total net assets liabilities,Total net assets liabilities 11268 11268,11268,2006.0,£
7,95.0,0.0,Total net assets liabilities,Total net assets liabilities 11268 11268,11268,2005.0,£
8,95.0,1.0,Reserves,Reserves 11268 11268,11268,2006.0,£
9,95.0,0.0,Reserves,Reserves 11268 11268,11268,2005.0,£
