,conf,currYr,label,source,value,year,unit
0,63.0,1.0,Notes,Notes 2017 2016,2017,2006.0,£
1,69.0,0.0,Notes,Notes 2017 2016,2016,2005.0,£
2,57.0,1.0,Current Assets,Current Assets 440 8116,440,2006.0,£
3,17.0,0.0,Current Assets,Current Assets 440 8116,8116,2005.0,£
4,45.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 500 500,500,2006.0,£
5,87.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 500 500,500,2005.0,£
6,57.0,1.0,Net current assets liabilities,Net current assets liabilities 4940 7616,4940,2006.0,£
7,70.0,0.0,Net current assets liabilities,Net current assets liabilities 4940 7616,7616,2005.0,£
8,64.0,1.0,Total assets less current liabilities,Total assets less current liabilities 4940 7616,4940,2006.0,£
9,64.0,0.0,Total assets less current liabilities,Total assets less current liabilities 4940 7616,7616,2005.0,£
10,94.0,1.0,Total net assets liabilities,Total net assets liabilities 16971 15592,16971,2006.0,£
11,94.0,0.0,Total net assets liabilities,Total net assets liabilities 16971 15592,15592,2005.0,£
12,95.0,1.0,Capital and reserves,Capital and reserves 16971 15592,16971,2006.0,£
13,95.0,0.0,Capital and reserves,Capital and reserves 16971 15592,15592,2005.0,£
