,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,95.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Fixed Assets,Fixed Assets 814 1085,814,2018.0,£
3,93.0,0.0,Fixed Assets,Fixed Assets 814 1085,1085,2017.0,£
4,95.0,1.0,Current Assets,Current Assets 1577 1137,1577,2018.0,£
5,93.0,0.0,Current Assets,Current Assets 1577 1137,1137,2017.0,£
6,92.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 13114 11623,13114,2018.0,£
7,92.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 13114 11623,11623,2017.0,£
8,92.0,1.0,Net current assets liabilities,Net current assets liabilities 11537 10486,11537,2018.0,£
9,92.0,0.0,Net current assets liabilities,Net current assets liabilities 11537 10486,10486,2017.0,£
10,74.0,1.0,Total assets less current liabilities,Total assets less current liabilities 10723 9401,10723,2018.0,£
11,74.0,0.0,Total assets less current liabilities,Total assets less current liabilities 10723 9401,9401,2017.0,£
12,68.0,1.0,Total net assets liabilities,Total net assets liabilities 10723 9401,10723,2018.0,£
13,82.0,0.0,Total net assets liabilities,Total net assets liabilities 10723 9401,9401,2017.0,£
14,72.0,1.0,Capital and reserves,Capital and reserves 10723 9401,10723,2018.0,£
15,87.0,0.0,Capital and reserves,Capital and reserves 10723 9401,9401,2017.0,£
