,conf,currYr,label,source,value,year,unit
0,89.0,1.0,Notes,Notes 2017 2016,2017,2006.0,£
1,82.0,0.0,Notes,Notes 2017 2016,2016,2005.0,£
2,81.0,1.0,Fixed Assets,Fixed Assets 36573 15225,36573,2006.0,£
3,81.0,0.0,Fixed Assets,Fixed Assets 36573 15225,15225,2005.0,£
4,89.0,1.0,Current Assets,Current Assets 1752 4095,1752,2006.0,£
5,85.0,0.0,Current Assets,Current Assets 1752 4095,4095,2005.0,£
6,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 14442 6764,14442,2006.0,£
7,93.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 14442 6764,6764,2005.0,£
8,96.0,1.0,Net current assets liabilities,Net current assets liabilities 12690 2669,12690,2006.0,£
9,95.0,0.0,Net current assets liabilities,Net current assets liabilities 12690 2669,2669,2005.0,£
10,75.0,1.0,Accruals and deferred income,Accruals and deferred income 707 442,707,2006.0,£
11,75.0,0.0,Accruals and deferred income,Accruals and deferred income 707 442,442,2005.0,£
12,82.0,1.0,Total net assets liabilities,Total net assets liabilities 7321 8544,7321,2006.0,£
13,82.0,0.0,Total net assets liabilities,Total net assets liabilities 7321 8544,8544,2005.0,£
14,70.0,1.0,Capital and reserves,Capital and reserves 7321 8544,7321,2006.0,£
15,70.0,0.0,Capital and reserves,Capital and reserves 7321 8544,8544,2005.0,£
