,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Tangible assets,Tangible assets 10310 20865,10310,2018.0,£
1,96.0,0.0,Tangible assets,Tangible assets 10310 20865,20865,2017.0,£
2,96.0,1.0,Investments,Investments 228345 278345,228345,2018.0,£
3,96.0,0.0,Investments,Investments 228345 278345,278345,2017.0,£
4,96.0,1.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 394308 438644,394308,2018.0,£
5,95.0,0.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 394308 438644,438644,2017.0,£
6,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 63701 431177,63701,2018.0,£
7,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 63701 431177,431177,2017.0,£
8,96.0,1.0,Creditors amounts falling due within one year,year 62295 129239,62295,2018.0,£
9,96.0,0.0,Creditors amounts falling due within one year,year 62295 129239,129239,2017.0,£
10,84.0,1.0,Net current assets,Net current assets 395714 740582,395714,2018.0,£
11,96.0,0.0,Net current assets,Net current assets 395714 740582,740582,2017.0,£
12,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 634369 1039792,634369,2018.0,£
13,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 634369 1039792,1039792,2017.0,£
14,96.0,1.0,Net assets,Net assets 634369 1039792,634369,2018.0,£
15,96.0,0.0,Net assets,Net assets 634369 1039792,1039792,2017.0,£
16,96.0,1.0,Called up share capital,Called up share capital 3190 3190,3190,2018.0,£
17,96.0,0.0,Called up share capital,Called up share capital 3190 3190,3190,2017.0,£
18,96.0,1.0,Profit and loss account,Profit and loss account 631179 1036602,631179,2018.0,£
19,96.0,0.0,Profit and loss account,Profit and loss account 631179 1036602,1036602,2017.0,£
