,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Trade debtors,Trade debtors 1512625 1929979,1512625,2017.0,£
1,96.0,0.0,Trade debtors,Trade debtors 1512625 1929979,1929979,2016.0,£
2,95.0,1.0,Amounts owed by group undertakings,Amounts owed by group undertakings   587809 587809,587809,2017.0,£
3,96.0,0.0,Amounts owed by group undertakings,Amounts owed by group undertakings   587809 587809,587809,2016.0,£
4,95.0,1.0,Deferred tax asset,Deferred tax asset 20415 28127,20415,2017.0,£
5,95.0,0.0,Deferred tax asset,Deferred tax asset 20415 28127,28127,2016.0,£
6,93.0,1.0,Prepayments and accrued income,Prepayments and accrued income 286830 449216,286830,2017.0,£
7,96.0,0.0,Prepayments and accrued income,Prepayments and accrued income 286830 449216,449216,2016.0,£
8,96.0,1.0,Directors loan account,Directors loan account 20346 37848,20346,2017.0,£
9,95.0,0.0,Directors loan account,Directors loan account 20346 37848,37848,2016.0,£
10,90.0,1.0,Other debtors,Other debtors 99887 139881,99887,2017.0,£
11,95.0,0.0,Other debtors,Other debtors 99887 139881,139881,2016.0,£
12,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 512692 224883,512692,2017.0,£
13,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 512692 224883,224883,2016.0,£
14,96.0,1.0,Bank overdrafts,Bank overdrafts 180849 371382,180849,2017.0,£
15,96.0,0.0,Bank overdrafts,Bank overdrafts 180849 371382,371382,2016.0,£
16,96.0,1.0,Amounts owed to group undertakings,Amounts owed to group undertakings   513770 512909,513770,2017.0,£
17,94.0,0.0,Amounts owed to group undertakings,Amounts owed to group undertakings   513770 512909,512909,2016.0,£
18,96.0,1.0,Other creditors,Other creditors 140389 209378 977 977,977,2017.0,£
19,96.0,0.0,Other creditors,Other creditors 140389 209378 977 977,977,2016.0,£
0,96.0,1.0,Ordinary shares of  each,Ordinary shares of 1 each 4000 4000 4000 4000,4000,2017.0,£
1,96.0,0.0,Ordinary shares of  each,Ordinary shares of 1 each 4000 4000 4000 4000,4000,2016.0,£
2,96.0,1.0,8 Non  Redeemable Preference shares of  each,shares of 1 each 1500000 1500000 1500000 1500000,1500000,2017.0,£
3,96.0,0.0,8 Non  Redeemable Preference shares of  each,shares of 1 each 1500000 1500000 1500000 1500000,1500000,2016.0,£
4,96.0,1.0,Ordinary shares of  each,Ordinary shares of 1 each 4000 4000 4000 4000,4000,2017.0,£
5,96.0,0.0,Ordinary shares of  each,Ordinary shares of 1 each 4000 4000 4000 4000,4000,2016.0,£
6,96.0,1.0,Non  Redeemable Preference shares of  each,8 Non  Redeemable Preference shares of 1 each 1500000 1500000 1 500000 1500000,500000,2017.0,£
7,79.0,0.0,Non  Redeemable Preference shares of  each,8 Non  Redeemable Preference shares of 1 each 1500000 1500000 1 500000 1500000,1500000,2016.0,£
0,95.0,1.0,Intangible assets,Intangible assets 14 11829 14248,11829,2017.0,£
1,96.0,0.0,Intangible assets,Intangible assets 14 11829 14248,14248,2016.0,£
2,96.0,1.0,Tangible assets,Tangible assets 15 5350857 5405756,5350857,2017.0,£
3,94.0,0.0,Tangible assets,Tangible assets 15 5350857 5405756,5405756,2016.0,£
