,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Tangible assets,Tangible assets 4 127227 103601,127227,2018.0,£
1,96.0,0.0,Tangible assets,Tangible assets 4 127227 103601,103601,2017.0,£
2,95.0,1.0,Debtors,Debtors 345416 321162,345416,2018.0,£
3,95.0,0.0,Debtors,Debtors 345416 321162,321162,2017.0,£
4,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 841337 719465,841337,2018.0,£
5,95.0,0.0,Cash at bank and in hand,Cash at bank and in hand 841337 719465,719465,2017.0,£
6,92.0,1.0,Prepayments and accrued income,Prepayments and accrued income 8342 8111,8342,2018.0,£
7,96.0,0.0,Prepayments and accrued income,Prepayments and accrued income 8342 8111,8111,2017.0,£
8,96.0,1.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 208808 244623,208808,2018.0,£
9,96.0,0.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 208808 244623,244623,2017.0,£
10,95.0,1.0,Net current assets,Net current assets 1009055 824823,1009055,2018.0,£
11,96.0,0.0,Net current assets,Net current assets 1009055 824823,824823,2017.0,£
12,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 1136332 928424,1136332,2018.0,£
13,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 1136332 928424,928424,2017.0,£
14,96.0,1.0,Provisions for liabilities,Provisions for liabilities 24173 20720,24173,2018.0,£
15,96.0,0.0,Provisions for liabilities,Provisions for liabilities 24173 20720,20720,2017.0,£
16,96.0,1.0,Accruals and deferred income,Accruals and deferred income 91125 21190,91125,2018.0,£
17,95.0,0.0,Accruals and deferred income,Accruals and deferred income 91125 21190,21190,2017.0,£
18,96.0,1.0,Net assets,Net assets  1021034 886514,1021034,2018.0,£
19,95.0,0.0,Net assets,Net assets  1021034 886514,886514,2017.0,£
20,95.0,1.0,Called up share capital,Called up share capital 7 274 274,274,2018.0,£
21,95.0,0.0,Called up share capital,Called up share capital 7 274 274,274,2017.0,£
22,95.0,1.0,Profit and loss account,Profit and loss account 1020760 886240,1020760,2018.0,£
23,95.0,0.0,Profit and loss account,Profit and loss account 1020760 886240,886240,2017.0,£
24,96.0,1.0,Total equity,Total equity 1021034 886514,1021034,2018.0,£
25,96.0,0.0,Total equity,Total equity 1021034 886514,886514,2017.0,£
