,conf,currYr,label,source,value,year,unit
0,51.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,54.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Current Assets,Current Assets 1502 100,1502,2018.0,£
3,95.0,0.0,Current Assets,Current Assets 1502 100,100,2017.0,£
4,16.0,1.0,Net current assets liabilities,Net current assets liabilities 474 100,474,2018.0,£
5,55.0,0.0,Net current assets liabilities,Net current assets liabilities 474 100,100,2017.0,£
6,19.0,1.0,Total assets less current liabilities,Total assets less current liabilities 166 100,166,2018.0,£
7,34.0,0.0,Total assets less current liabilities,Total assets less current liabilities 166 100,100,2017.0,£
8,46.0,1.0,Total net assets liabilities,Total net assets liabilities 166 100,166,2018.0,£
9,26.0,0.0,Total net assets liabilities,Total net assets liabilities 166 100,100,2017.0,£
10,75.0,1.0,Capital and reserves,Capital and reserves 166 100,166,2018.0,£
11,76.0,0.0,Capital and reserves,Capital and reserves 166 100,100,2017.0,£
