,conf,currYr,label,source,value,year,unit
0,92.0,1.0,Tangible assets,Tangible assets 5 1704 2780,1704,2017.0,£
1,95.0,0.0,Tangible assets,Tangible assets 5 1704 2780,2780,2016.0,£
2,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand   122973 205611,122973,2017.0,£
3,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand   122973 205611,205611,2016.0,£
4,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 371627 412206,371627,2017.0,£
5,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 371627 412206,412206,2016.0,£
6,96.0,1.0,Net current assets,Net current assets 16710 15494,16710,2017.0,£
7,94.0,0.0,Net current assets,Net current assets 16710 15494,15494,2016.0,£
8,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 18414 18274,18414,2017.0,£
9,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 18414 18274,18274,2016.0,£
10,96.0,1.0,Net assets,Net assets 18414 18274,18414,2017.0,£
11,95.0,0.0,Net assets,Net assets 18414 18274,18274,2016.0,£
12,96.0,1.0,Called up share capital  .,Called up share capital  . 10000 10000,10000,2017.0,£
13,95.0,0.0,Called up share capital  .,Called up share capital  . 10000 10000,10000,2016.0,£
14,96.0,1.0,Shareholders funds,Shareholders funds 18414 18274,18414,2017.0,£
15,96.0,0.0,Shareholders funds,Shareholders funds 18414 18274,18274,2016.0,£
