,conf,currYr,label,source,value,year,unit
0,88.0,1.0,Notes,Notes 12102018 30092017,12102018,2006.0,£
1,88.0,0.0,Notes,Notes 12102018 30092017,30092017,2005.0,£
2,95.0,1.0,Current Assets,Current Assets 58 824,58,2006.0,£
3,96.0,0.0,Current Assets,Current Assets 58 824,824,2005.0,£
4,75.0,1.0,Creditors amounts falling due within one,Creditors amounts falling due within one 1000 809,1000,2006.0,£
5,83.0,0.0,Creditors amounts falling due within one,Creditors amounts falling due within one 1000 809,809,2005.0,£
6,94.0,1.0,Net current assets liabilities,Net current assets liabilities 942 15,942,2006.0,£
7,95.0,0.0,Net current assets liabilities,Net current assets liabilities 942 15,15,2005.0,£
8,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 942 15,942,2006.0,£
9,94.0,0.0,Total assets less current liabilities,Total assets less current liabilities 942 15,15,2005.0,£
10,96.0,1.0,Total net assets liabilities,Total net assets liabilities 942 15,942,2006.0,£
11,96.0,0.0,Total net assets liabilities,Total net assets liabilities 942 15,15,2005.0,£
12,80.0,1.0,Capital and reserves,Capital and reserves 942 15,942,2006.0,£
13,94.0,0.0,Capital and reserves,Capital and reserves 942 15,15,2005.0,£
