,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,70.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,84.0,1.0,Current Assets,Current Assets 5734 6447,5734,2018.0,£
3,84.0,0.0,Current Assets,Current Assets 5734 6447,6447,2017.0,£
4,96.0,1.0,Net current assets liabilities,Net current assets liabilities 105 160,105,2018.0,£
5,96.0,0.0,Net current assets liabilities,Net current assets liabilities 105 160,160,2017.0,£
6,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 105 160,105,2018.0,£
7,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 105 160,160,2017.0,£
8,96.0,1.0,Capital and reserves,Capital and reserves 105 160,105,2018.0,£
9,96.0,0.0,Capital and reserves,Capital and reserves 105 160,160,2017.0,£
