,conf,currYr,label,source,value,year,unit
0,92.0,1.0,Abridged statement of financial position,Abridged statement of financial position 5 6,5,2017.0,£
1,96.0,0.0,Abridged statement of financial position,Abridged statement of financial position 5 6,6,2016.0,£
0,89.0,1.0,Tangible assets,Tangible assets 5 8023  7523,8023,2017.0,£
1,6.0,0.0,Tangible assets,Tangible assets 5 8023  7523,7523,2016.0,£
2,96.0,1.0,Investments,Investments 6 627880 625000,627880,2017.0,£
3,95.0,0.0,Investments,Investments 6 627880 625000,625000,2016.0,£
4,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 28 206,28,2017.0,£
5,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 28 206,206,2016.0,£
6,95.0,1.0,Creditors amounts falling due within one year,within one year 362149 368092,362149,2017.0,£
7,95.0,0.0,Creditors amounts falling due within one year,within one year 362149 368092,368092,2016.0,£
8,80.0,1.0,Net current liabilities,Net current liabilities 361621 367886,361621,2017.0,£
9,91.0,0.0,Net current liabilities,Net current liabilities 361621 367886,367886,2016.0,£
10,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 274282 264637,274282,2017.0,£
11,95.0,0.0,Total assets less current liabilities,Total assets less current liabilities 274282 264637,264637,2016.0,£
12,96.0,1.0,Creditors amounts falling due after more than one year,after more than one year 1784 1784,1784,2017.0,£
13,95.0,0.0,Creditors amounts falling due after more than one year,after more than one year 1784 1784,1784,2016.0,£
14,96.0,1.0,Net assets,Net assets 272498 262853,272498,2017.0,£
15,93.0,0.0,Net assets,Net assets 272498 262853,262853,2016.0,£
16,96.0,1.0,Called up share capital,Called up share capital 2 2,2,2017.0,£
17,96.0,0.0,Called up share capital,Called up share capital 2 2,2,2016.0,£
18,96.0,1.0,Profit and loss account,Profit and loss account 272496 262851,272496,2017.0,£
19,96.0,0.0,Profit and loss account,Profit and loss account 272496 262851,262851,2016.0,£
20,95.0,1.0,Shareholders funds,Shareholders funds 272498 262853,272498,2017.0,£
21,96.0,0.0,Shareholders funds,Shareholders funds 272498 262853,262853,2016.0,£
