,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Intangible assets,Intangible assets 6 83333 123333,83333,2017.0,£
1,96.0,0.0,Intangible assets,Intangible assets 6 83333 123333,123333,2016.0,£
2,96.0,1.0,Tangible assets,Tangible assets 7 95138 110874,95138,2017.0,£
3,96.0,0.0,Tangible assets,Tangible assets 7 95138 110874,110874,2016.0,£
4,96.0,1.0,Investments,Investments 8 1 1,1,2017.0,£
5,96.0,0.0,Investments,Investments 8 1 1,1,2016.0,£
6,96.0,1.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 9 433560 563160,433560,2017.0,£
7,96.0,0.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 9 433560 563160,563160,2016.0,£
8,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand  1658195 1843272,1658195,2017.0,£
9,95.0,0.0,Cash at bank and in hand,Cash at bank and in hand  1658195 1843272,1843272,2016.0,£
10,95.0,1.0,Creditors amounts falling due within one year,year 10 1669145 2006553,1669145,2017.0,£
11,95.0,0.0,Creditors amounts falling due within one year,year 10 1669145 2006553,2006553,2016.0,£
12,95.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 422610 399879,422610,2017.0,£
13,96.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 422610 399879,399879,2016.0,£
14,95.0,1.0,NET ASSETS,NET ASSETS 601082 634087,601082,2017.0,£
15,96.0,0.0,NET ASSETS,NET ASSETS 601082 634087,634087,2016.0,£
16,96.0,1.0,Called up share capital,Called up share capital 360000 360000,360000,2017.0,£
17,96.0,0.0,Called up share capital,Called up share capital 360000 360000,360000,2016.0,£
18,96.0,1.0,Profit and loss account,Profit and loss account  241082 274087,241082,2017.0,£
19,69.0,0.0,Profit and loss account,Profit and loss account  241082 274087,274087,2016.0,£
0,95.0,1.0,Lossesgains on forward foreign exchange contracts,Lossesgains on forward foreign exchange contracts 85107 55758,85107,2017.0,£
1,96.0,0.0,Lossesgains on forward foreign exchange contracts,Lossesgains on forward foreign exchange contracts 85107 55758,55758,2016.0,£
2,96.0,1.0,TOTAL CURRENT TAX,TOTAL CURRENT TAX 6240 10215,6240,2017.0,£
3,96.0,0.0,TOTAL CURRENT TAX,TOTAL CURRENT TAX 6240 10215,10215,2016.0,£
