,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Fixed assets,Fixed assets 14542 14542,14542,2017.0,£
1,96.0,0.0,Fixed assets,Fixed assets 14542 14542,14542,2016.0,£
2,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 17353 17353,17353,2017.0,£
3,90.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 17353 17353,17353,2016.0,£
4,96.0,1.0,Net current liabilities,Net current liabilities 17353 17353,17353,2017.0,£
5,96.0,0.0,Net current liabilities,Net current liabilities 17353 17353,17353,2016.0,£
6,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 2811 2811,2811,2017.0,£
7,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 2811 2811,2811,2016.0,£
8,92.0,1.0,Net liabilities,Net liabilities 2811 2811,2811,2017.0,£
9,96.0,0.0,Net liabilities,Net liabilities 2811 2811,2811,2016.0,£
10,96.0,1.0,Capital and reserves,Capital and reserves 2811 2811,2811,2017.0,£
11,96.0,0.0,Capital and reserves,Capital and reserves 2811 2811,2811,2016.0,£
