,conf,currYr,label,source,value,year,unit
0,75.0,1.0,Notes,Notes 2017 2016,2017,2017.0,£
1,73.0,0.0,Notes,Notes 2017 2016,2016,2016.0,£
2,82.0,1.0,Tangible assets,Tangible assets  29148 34481,29148,2017.0,£
3,85.0,0.0,Tangible assets,Tangible assets  29148 34481,34481,2016.0,£
4,92.0,1.0,Stocks,Stocks 2298 2081,2298,2017.0,£
5,89.0,0.0,Stocks,Stocks 2298 2081,2081,2016.0,£
6,90.0,1.0,Cash at bank and in hand,Cash at bank and in hand 32304 22197,32304,2017.0,£
7,90.0,0.0,Cash at bank and in hand,Cash at bank and in hand 32304 22197,22197,2016.0,£
8,24.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 18807 51817,18807,2017.0,£
9,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 18807 51817,51817,2016.0,£
10,93.0,1.0,Provisions for liabilities,Provisions for liabilities 11597 6829,11597,2017.0,£
11,93.0,0.0,Provisions for liabilities,Provisions for liabilities 11597 6829,6829,2016.0,£
12,96.0,1.0,Called up share capital,Called up share capital 100 100,100,2017.0,£
13,96.0,0.0,Called up share capital,Called up share capital 100 100,100,2016.0,£
14,95.0,1.0,Profit and loss account,Profit and loss account 9052 13,9052,2017.0,£
15,96.0,0.0,Profit and loss account,Profit and loss account 9052 13,13,2016.0,£
16,57.0,1.0,Shareholders funds,Shareholders funds 8952 113,8952,2017.0,£
17,77.0,0.0,Shareholders funds,Shareholders funds 8952 113,113,2016.0,£
