,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,95.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,5.0,1.0,Fixed Assets,Fixed Assets 1083 1354,1083,2018.0,£
3,65.0,0.0,Fixed Assets,Fixed Assets 1083 1354,1354,2017.0,£
4,95.0,1.0,Current Assets,Current Assets 8208 5100,8208,2018.0,£
5,76.0,0.0,Current Assets,Current Assets 8208 5100,5100,2017.0,£
6,89.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 35378 36966,35378,2018.0,£
7,89.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 35378 36966,36966,2017.0,£
8,89.0,1.0,Net current assets liabilities,Net current assets liabilities 27170 31866,27170,2018.0,£
9,89.0,0.0,Net current assets liabilities,Net current assets liabilities 27170 31866,31866,2017.0,£
10,80.0,1.0,Total assets less current liabilities,Total assets less current liabilities 26087 30512,26087,2018.0,£
11,80.0,0.0,Total assets less current liabilities,Total assets less current liabilities 26087 30512,30512,2017.0,£
12,88.0,1.0,Total net assets liabilities,Total net assets liabilities 26087 30512,26087,2018.0,£
13,88.0,0.0,Total net assets liabilities,Total net assets liabilities 26087 30512,30512,2017.0,£
14,85.0,1.0,Capital and reserves,Capital and reserves 26087 30512,26087,2018.0,£
15,85.0,0.0,Capital and reserves,Capital and reserves 26087 30512,30512,2017.0,£
