,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2006.0,£
1,94.0,0.0,Notes,Notes 2017 2016,2016,2005.0,£
2,91.0,1.0,Tangible assets,Tangible assets 34 51,34,2006.0,£
3,96.0,0.0,Tangible assets,Tangible assets 34 51,51,2005.0,£
4,96.0,1.0,Current Assets,Current Assets 5065 7907,5065,2006.0,£
5,94.0,0.0,Current Assets,Current Assets 5065 7907,7907,2005.0,£
6,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 2574 1192,2574,2006.0,£
7,93.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 2574 1192,1192,2005.0,£
8,92.0,1.0,Net current assets liabilities,Net current assets liabilities 2504 6715,2504,2006.0,£
9,94.0,0.0,Net current assets liabilities,Net current assets liabilities 2504 6715,6715,2005.0,£
10,54.0,1.0,Total assets less current liabilities,Total assets less current liabilities 2538 6766 2,6766,2006.0,£
11,95.0,0.0,Total assets less current liabilities,Total assets less current liabilities 2538 6766 2,2,2005.0,£
12,95.0,1.0,Total net assets liabilities,Total net assets liabilities 2538 6766,2538,2006.0,£
13,71.0,0.0,Total net assets liabilities,Total net assets liabilities 2538 6766,6766,2005.0,£
14,96.0,1.0,Capital and reserves,Capital and reserves 2538 6766,2538,2006.0,£
15,94.0,0.0,Capital and reserves,Capital and reserves 2538 6766,6766,2005.0,£
