,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2006.0,£
1,95.0,0.0,Notes,Notes 2017 2016,2016,2005.0,£
2,83.0,1.0,Fixed Assets,Fixed Assets 1664685 1664685,1664685,2006.0,£
3,83.0,0.0,Fixed Assets,Fixed Assets 1664685 1664685,1664685,2005.0,£
4,96.0,1.0,Current Assets,Current Assets 60544 32740,60544,2006.0,£
5,95.0,0.0,Current Assets,Current Assets 60544 32740,32740,2005.0,£
6,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 100775 101251,100775,2006.0,£
7,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 100775 101251,101251,2005.0,£
8,85.0,1.0,Net current assets liabilities,Net current assets liabilities 40231 68511,40231,2006.0,£
9,90.0,0.0,Net current assets liabilities,Net current assets liabilities 40231 68511,68511,2005.0,£
10,59.0,1.0,Total net assets liabilities,Total net assets liabilities 386554 358275,386554,2006.0,£
11,82.0,0.0,Total net assets liabilities,Total net assets liabilities 386554 358275,358275,2005.0,£
12,43.0,1.0,Capital and reserves,Capital and reserves 386554 358275,386554,2006.0,£
13,85.0,0.0,Capital and reserves,Capital and reserves 386554 358275,358275,2005.0,£
