,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,93.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,85.0,1.0,Fixed Assets,Fixed Assets 45486 17440,45486,2018.0,£
3,85.0,0.0,Fixed Assets,Fixed Assets 45486 17440,17440,2017.0,£
4,87.0,1.0,Current Assets,Current Assets 115777 108238,115777,2018.0,£
5,85.0,0.0,Current Assets,Current Assets 115777 108238,108238,2017.0,£
6,94.0,1.0,Prepayments and accrued income,Prepayments and accrued income 43044 144707,43044,2018.0,£
7,92.0,0.0,Prepayments and accrued income,Prepayments and accrued income 43044 144707,144707,2017.0,£
8,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 19561 21393,19561,2018.0,£
9,86.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 19561 21393,21393,2017.0,£
10,95.0,1.0,Accruals and deferred income,Accruals and deferred income 78733 77336,78733,2018.0,£
11,94.0,0.0,Accruals and deferred income,Accruals and deferred income 78733 77336,77336,2017.0,£
12,61.0,1.0,Total net assets liabilities,Total net assets liabilities 79168 133498,79168,2018.0,£
13,43.0,0.0,Total net assets liabilities,Total net assets liabilities 79168 133498,133498,2017.0,£
