,conf,currYr,label,source,value,year,unit
0,93.0,1.0,Borrowings excluding bank overdraft,Borrowings excluding bank overdraft 286 832,286,2015.0,$000
1,96.0,0.0,Borrowings excluding bank overdraft,Borrowings excluding bank overdraft 286 832,832,2014.0,$000
0,96.0,1.0,Notes,Notes 2015 2014,2015,2015.0,$000
1,95.0,0.0,Notes,Notes 2015 2014,2014,2014.0,$000
2,94.0,1.0,Property plant and equipment,Property plant and equipment 559 778,559,2015.0,$000
3,70.0,0.0,Property plant and equipment,Property plant and equipment 559 778,778,2014.0,$000
4,77.0,1.0,Financial tiablities at fair value through PL,Financial tiablities at fair value through PL 220 247,220,2015.0,$000
5,95.0,0.0,Financial tiablities at fair value through PL,Financial tiablities at fair value through PL 220 247,247,2014.0,$000
6,69.0,1.0,Share based compensation,Share based compensation 13 127 145,127,2015.0,$000
7,92.0,0.0,Share based compensation,Share based compensation 13 127 145,145,2014.0,$000
8,69.0,1.0,Borrowings,Borrowings 401 447,401,2015.0,$000
9,56.0,0.0,Borrowings,Borrowings 401 447,447,2014.0,$000
10,95.0,1.0,Exchange reserves,Exchange reserves 195 377,195,2015.0,$000
11,81.0,0.0,Exchange reserves,Exchange reserves 195 377,377,2014.0,$000
