,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Current assets,Current assets 9233 7676,9233,2017.0,£
1,96.0,0.0,Current assets,Current assets 9233 7676,7676,2016.0,£
2,93.0,1.0,Accruals and deferred income,Accruals and deferred income 400 4134,400,2017.0,£
3,94.0,0.0,Accruals and deferred income,Accruals and deferred income 400 4134,4134,2016.0,£
4,6.0,1.0,Net current assets,Net current assets  8833 3542,8833,2017.0,£
5,67.0,0.0,Net current assets,Net current assets  8833 3542,3542,2016.0,£
6,10.0,1.0,Total assets less current liabilities,Total assets less current liabilities 8833 3542,8833,2017.0,£
7,0.0,0.0,Total assets less current liabilities,Total assets less current liabilities 8833 3542,3542,2016.0,£
8,95.0,1.0,Capital and reserves,Capital and reserves 8833 3542,8833,2017.0,£
9,95.0,0.0,Capital and reserves,Capital and reserves 8833 3542,3542,2016.0,£
