,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Tangible assets,Tangible assets 5 5074 7176,5074,2018.0,£
1,94.0,0.0,Tangible assets,Tangible assets 5 5074 7176,7176,2017.0,£
2,96.0,1.0,Debtors,Debtors 103604 118765,103604,2018.0,£
3,95.0,0.0,Debtors,Debtors 103604 118765,118765,2017.0,£
4,95.0,1.0,Cash at bank and in hand,Cash at bank and in hand 15395 7153,15395,2018.0,£
5,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 15395 7153,7153,2017.0,£
6,94.0,1.0,Creditors amounts falling due within one year,within one year 79284 57281,79284,2018.0,£
7,96.0,0.0,Creditors amounts falling due within one year,within one year 79284 57281,57281,2017.0,£
8,95.0,1.0,Net current assets,Net current assets 39715 68637,39715,2018.0,£
9,95.0,0.0,Net current assets,Net current assets 39715 68637,68637,2017.0,£
10,95.0,1.0,Total assets less current liabilities,Total assets less current liabilities 44789 75813,44789,2018.0,£
11,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 44789 75813,75813,2017.0,£
12,96.0,1.0,Net assets,Net assets 44789 75813,44789,2018.0,£
13,92.0,0.0,Net assets,Net assets 44789 75813,75813,2017.0,£
14,94.0,1.0,Called up share capital,Called up share capital 16613 16613,16613,2018.0,£
15,96.0,0.0,Called up share capital,Called up share capital 16613 16613,16613,2017.0,£
16,96.0,1.0,Other reserves,Other reserves 54088 54088,54088,2018.0,£
17,96.0,0.0,Other reserves,Other reserves 54088 54088,54088,2017.0,£
18,61.0,1.0,Profit and loss account,Profit and loss account 25912 5112,25912,2018.0,£
19,94.0,0.0,Profit and loss account,Profit and loss account 25912 5112,5112,2017.0,£
20,95.0,1.0,Shareholders funds,Shareholders funds 44789 75813,44789,2018.0,£
21,96.0,0.0,Shareholders funds,Shareholders funds 44789 75813,75813,2017.0,£
