,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 8 28,8,2017.0,£
1,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 8 28,28,2016.0,£
2,91.0,1.0,Creditors amounts falling due within one year,within one year 2672 2331,2672,2017.0,£
3,95.0,0.0,Creditors amounts falling due within one year,within one year 2672 2331,2331,2016.0,£
4,96.0,1.0,Net current liabilities,Net current liabilities 2664 2303,2664,2017.0,£
5,93.0,0.0,Net current liabilities,Net current liabilities 2664 2303,2303,2016.0,£
6,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 2664 2303,2664,2017.0,£
7,77.0,0.0,Total assets less current liabilities,Total assets less current liabilities 2664 2303,2303,2016.0,£
8,96.0,1.0,Net liabilities,Net liabilities 2664 2303,2664,2017.0,£
9,91.0,0.0,Net liabilities,Net liabilities 2664 2303,2303,2016.0,£
10,96.0,1.0,Called up share capital,Called up share capital 1 1,1,2017.0,£
11,96.0,0.0,Called up share capital,Called up share capital 1 1,1,2016.0,£
12,96.0,1.0,Profit and loss account,Profit and loss account 2665 2304,2665,2017.0,£
13,96.0,0.0,Profit and loss account,Profit and loss account 2665 2304,2304,2016.0,£
14,96.0,1.0,Shareholder deficit,Shareholder deficit 2664 2303,2664,2017.0,£
15,95.0,0.0,Shareholder deficit,Shareholder deficit 2664 2303,2303,2016.0,£
