,conf,currYr,label,source,value,year,unit
0,90.0,1.0,Notes,Notes 30092018 30042018,30092018,2006.0,£
1,90.0,0.0,Notes,Notes 30092018 30042018,30042018,2005.0,£
2,96.0,1.0,Called up share capital not paid,Called up share capital not paid 1000 1000,1000,2006.0,£
3,96.0,0.0,Called up share capital not paid,Called up share capital not paid 1000 1000,1000,2005.0,£
4,91.0,1.0,Current Assets,Current Assets 1903 9749,1903,2006.0,£
5,96.0,0.0,Current Assets,Current Assets 1903 9749,9749,2005.0,£
6,96.0,1.0,Net current assets liabilities,Net current assets liabilities 280 196,280,2006.0,£
7,95.0,0.0,Net current assets liabilities,Net current assets liabilities 280 196,196,2005.0,£
8,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 1280 1196,1280,2006.0,£
9,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 1280 1196,1196,2005.0,£
10,96.0,1.0,Total net assets liabilities,Total net assets liabilities 280 196,280,2006.0,£
11,96.0,0.0,Total net assets liabilities,Total net assets liabilities 280 196,196,2005.0,£
12,95.0,1.0,Capital and reserves,Capital and reserves 280 196,280,2006.0,£
13,96.0,0.0,Capital and reserves,Capital and reserves 280 196,196,2005.0,£
