,conf,currYr,label,source,value,year,unit
0,68.0,1.0,Notes,Notes 2016 2015,2016,2006.0,£
1,74.0,0.0,Notes,Notes 2016 2015,2015,2005.0,£
2,88.0,1.0,Fixed Assets,Fixed Assets 19610 21306,19610,2006.0,£
3,88.0,0.0,Fixed Assets,Fixed Assets 19610 21306,21306,2005.0,£
4,89.0,1.0,Current Assets,Current Assets 7576 2570,7576,2006.0,£
5,89.0,0.0,Current Assets,Current Assets 7576 2570,2570,2005.0,£
6,92.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 16818 7516,16818,2006.0,£
7,92.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 16818 7516,7516,2005.0,£
8,90.0,1.0,Net current assets liabilities,Net current assets liabilities 9242 4946,9242,2006.0,£
9,87.0,0.0,Net current assets liabilities,Net current assets liabilities 9242 4946,4946,2005.0,£
10,17.0,1.0,None Total assets less current Liabilities,None Total assets less current Liabilities 10368 16360,10368,2006.0,£
11,95.0,0.0,None Total assets less current Liabilities,None Total assets less current Liabilities 10368 16360,16360,2005.0,£
12,68.0,1.0,Capital and reserves,Capital and reserves 4156 2275,4156,2006.0,£
13,68.0,0.0,Capital and reserves,Capital and reserves 4156 2275,2275,2005.0,£
