,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,34.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Called up share capital not paid,Called up share capital not paid 1000 1000,1000,2018.0,£
3,96.0,0.0,Called up share capital not paid,Called up share capital not paid 1000 1000,1000,2017.0,£
4,0.0,1.0,Total assets less current liabilities,Total assets less current liabilities 1000 1000,1000,2018.0,£
5,57.0,0.0,Total assets less current liabilities,Total assets less current liabilities 1000 1000,1000,2017.0,£
6,90.0,1.0,Total net assets liabilities,Total net assets liabilities 0 0,0,2018.0,£
7,96.0,0.0,Total net assets liabilities,Total net assets liabilities 0 0,0,2017.0,£
8,92.0,1.0,Capital and reserves,Capital and reserves 0 0,0,2018.0,£
9,95.0,0.0,Capital and reserves,Capital and reserves 0 0,0,2017.0,£
