,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Accruals,Accruals 5674720 739693,5674720,2017.0,$
1,96.0,0.0,Accruals,Accruals 5674720 739693,739693,2016.0,$
2,95.0,1.0,Other creditors,Other creditors 394306 394805,394306,2017.0,$
3,96.0,0.0,Other creditors,Other creditors 394306 394805,394805,2016.0,$
4,73.0,1.0,Income me,Income me 24624855 32523172,24624855,2017.0,$
5,92.0,0.0,Income me,Income me 24624855 32523172,32523172,2016.0,$
6,91.0,1.0,ReceivablePayable fromtoActis LLP,ReceivablePayable fromtoActis LLP 2696325  7165701,2696325,2017.0,$
7,12.0,0.0,ReceivablePayable fromtoActis LLP,ReceivablePayable fromtoActis LLP 2696325  7165701,7165701,2016.0,$
8,96.0,1.0,Remuneration and profit share available for division among Members amounted to     The average number of Members during the year were,Remuneration and profit share available for division among Members amounted to 30994812 2016 13384 383 The average number of Members during the year were 21 2016 26,2016,2017.0,$
9,37.0,0.0,Remuneration and profit share available for division among Members amounted to     The average number of Members during the year were,Remuneration and profit share available for division among Members amounted to 30994812 2016 13384 383 The average number of Members during the year were 21 2016 26,26,2016.0,$
0,96.0,1.0,Notes,Notes 2017 2016,2017,2017.0,$
1,96.0,0.0,Notes,Notes 2017 2016,2016,2016.0,$
2,96.0,1.0,Debtors amounts falling due after more than one year,Debtors amounts falling due after more than one year  5 196243 667223,196243,2017.0,$
3,96.0,0.0,Debtors amounts falling due after more than one year,Debtors amounts falling due after more than one year  5 196243 667223,667223,2016.0,$
4,21.0,1.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 6 9778262 11117722,9778262,2017.0,$
5,96.0,0.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 6 9778262 11117722,11117722,2016.0,$
6,37.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year  7 6610807 14238538,6610807,2017.0,$
7,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year  7 6610807 14238538,14238538,2016.0,$
8,0.0,1.0,Net current assets,Net current assets 35081441 11939839,35081441,2017.0,$
9,92.0,0.0,Net current assets,Net current assets 35081441 11939839,11939839,2016.0,$
10,75.0,1.0,Net assets attributable to Members .,Net assets attributable to Members .  35277684 12607062,35277684,2017.0,$
11,95.0,0.0,Net assets attributable to Members .,Net assets attributable to Members .  35277684 12607062,12607062,2016.0,$
12,83.0,1.0,Members capital classified as equity,Members capital classified as equity 7158200 7260000,7158200,2017.0,$
13,95.0,0.0,Members capital classified as equity,Members capital classified as equity 7158200 7260000,7260000,2016.0,$
14,81.0,1.0,Loans and other debts due to members,Loans and other debts due to members 28119484 5347062,28119484,2017.0,$
15,96.0,0.0,Loans and other debts due to members,Loans and other debts due to members 28119484 5347062,5347062,2016.0,$
16,68.0,1.0,Members other interests,Members other interests 7158200 7260000,7158200,2017.0,$
17,93.0,0.0,Members other interests,Members other interests 7158200 7260000,7260000,2016.0,$
