,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 3865 5830,3865,2018.0,£
1,95.0,0.0,Cash at bank and in hand,Cash at bank and in hand 3865 5830,5830,2017.0,£
2,95.0,1.0,Net current assets,Net current assets 3865 4792,3865,2018.0,£
3,96.0,0.0,Net current assets,Net current assets 3865 4792,4792,2017.0,£
4,95.0,1.0,Net assets,Net assets 3865 4792,3865,2018.0,£
5,96.0,0.0,Net assets,Net assets 3865 4792,4792,2017.0,£
6,95.0,1.0,Unrestricted funds,Unrestricted funds 3865 4792,3865,2018.0,£
7,94.0,0.0,Unrestricted funds,Unrestricted funds 3865 4792,4792,2017.0,£
0,93.0,1.0,Charitable activities,Charitable activities 46 466,46,2018.0,£
1,95.0,0.0,Charitable activities,Charitable activities 46 466,466,2017.0,£
2,96.0,1.0,Total expenditure and movement in funds,Total expenditure and movement in funds 461 466,461,2018.0,£
3,95.0,0.0,Total expenditure and movement in funds,Total expenditure and movement in funds 461 466,466,2017.0,£
4,93.0,1.0,Total funds brought forward,Total funds brought forward 4326 4792,4326,2018.0,£
5,95.0,0.0,Total funds brought forward,Total funds brought forward 4326 4792,4792,2017.0,£
6,93.0,1.0,Total funds carried forward,Total funds carried forward  3865 4326,3865,2018.0,£
7,62.0,0.0,Total funds carried forward,Total funds carried forward  3865 4326,4326,2017.0,£
