,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2017.0,£
1,95.0,0.0,Notes,Notes 2017 2016,2016,2016.0,£
2,96.0,1.0,Debtors,Debtors 0 1588,0,2017.0,£
3,93.0,0.0,Debtors,Debtors 0 1588,1588,2016.0,£
4,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 1957 4874,1957,2017.0,£
5,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 1957 4874,4874,2016.0,£
6,96.0,1.0,Creditors amount falling due within one year,Creditors amount falling due within one year 389 291,389,2017.0,£
7,96.0,0.0,Creditors amount falling due within one year,Creditors amount falling due within one year 389 291,291,2016.0,£
8,96.0,1.0,Net current assets,Net current assets 2346 2995,2346,2017.0,£
9,96.0,0.0,Net current assets,Net current assets 2346 2995,2995,2016.0,£
10,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 2346 2995,2346,2017.0,£
11,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 2346 2995,2995,2016.0,£
12,96.0,1.0,Creditors amount falling due after more than one year,Creditors amount falling due after more than one year 720 2420,720,2017.0,£
13,96.0,0.0,Creditors amount falling due after more than one year,Creditors amount falling due after more than one year 720 2420,2420,2016.0,£
14,95.0,1.0,Net assets,Net assets 3066 575,3066,2017.0,£
15,96.0,0.0,Net assets,Net assets 3066 575,575,2016.0,£
16,93.0,1.0,Profit and loss account,Profit and loss account 3066 575,3066,2017.0,£
17,96.0,0.0,Profit and loss account,Profit and loss account 3066 575,575,2016.0,£
18,96.0,1.0,Shareholders funds,Shareholders funds 3066 575,3066,2017.0,£
19,96.0,0.0,Shareholders funds,Shareholders funds 3066 575,575,2016.0,£
