,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Tangible assets,Tangible assets 5 30 40,30,2018.0,£
1,96.0,0.0,Tangible assets,Tangible assets 5 30 40,40,2017.0,£
2,95.0,1.0,Cash at bank and in hand,Cash at bank and in hand 8964 9420,8964,2018.0,£
3,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 8964 9420,9420,2017.0,£
4,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 6 21901 17947,21901,2018.0,£
5,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 6 21901 17947,17947,2017.0,£
6,90.0,1.0,Net current liabilities,Net current liabilities 12937 8527,12937,2018.0,£
7,96.0,0.0,Net current liabilities,Net current liabilities 12937 8527,8527,2017.0,£
8,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities  12907  8487,12907,2018.0,£
9,92.0,0.0,Total assets less current liabilities,Total assets less current liabilities  12907  8487,8487,2017.0,£
10,95.0,1.0,Net liabilities,Net liabilities  12907  8487,12907,2018.0,£
11,92.0,0.0,Net liabilities,Net liabilities  12907  8487,8487,2017.0,£
12,97.0,1.0,Called up share capital,Called up share capital 2 2,2,2018.0,£
13,95.0,0.0,Called up share capital,Called up share capital 2 2,2,2017.0,£
14,96.0,1.0,Profit and loss account,Profit and loss account  12909  8489,12909,2018.0,£
15,90.0,0.0,Profit and loss account,Profit and loss account  12909  8489,8489,2017.0,£
16,96.0,1.0,Shareholders deficit,Shareholders deficit  12907  8487,12907,2018.0,£
17,91.0,0.0,Shareholders deficit,Shareholders deficit  12907  8487,8487,2017.0,£
