,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2017.0,£
1,96.0,0.0,Notes,Notes 2017 2016,2016,2016.0,£
2,96.0,1.0,Tangible assets,Tangible assets 2  405125 873945,405125,2017.0,£
3,44.0,0.0,Tangible assets,Tangible assets 2  405125 873945,873945,2016.0,£
4,95.0,1.0,Debtors,Debtors 3 875 2447,875,2017.0,£
5,96.0,0.0,Debtors,Debtors 3 875 2447,2447,2016.0,£
6,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 4 7662 18877,7662,2017.0,£
7,62.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 4 7662 18877,18877,2016.0,£
8,96.0,1.0,Net current liabilities Sip es,Net current liabilities Sip es 3334 16430,3334,2017.0,£
9,96.0,0.0,Net current liabilities Sip es,Net current liabilities Sip es 3334 16430,16430,2016.0,£
10,95.0,1.0,Total assets less current liabilities se .  oar,Total assets less current liabilities se .  oar  401791 857515,401791,2017.0,£
11,84.0,0.0,Total assets less current liabilities se .  oar,Total assets less current liabilities se .  oar  401791 857515,857515,2016.0,£
12,96.0,1.0,Creditors amounts falling due after more than one year,after more than one year 5 342283 774192,342283,2017.0,£
13,96.0,0.0,Creditors amounts falling due after more than one year,after more than one year 5 342283 774192,774192,2016.0,£
14,96.0,1.0,Provisions for liabilities,Provisions for liabilities 10607 13694,10607,2017.0,£
15,96.0,0.0,Provisions for liabilities,Provisions for liabilities 10607 13694,13694,2016.0,£
16,96.0,1.0,Net assets,Net assets 48901 69629,48901,2017.0,£
17,93.0,0.0,Net assets,Net assets 48901 69629,69629,2016.0,£
18,96.0,1.0,Cailed up share capital,Cailed up share capital 100 100,100,2017.0,£
19,96.0,0.0,Cailed up share capital,Cailed up share capital 100 100,100,2016.0,£
20,96.0,1.0,Revaluation reserve,Revaluation reserve 7 105106 120019,105106,2017.0,£
21,94.0,0.0,Revaluation reserve,Revaluation reserve 7 105106 120019,120019,2016.0,£
22,96.0,1.0,Profit and loss account,Profit and loss account 56305 50490,56305,2017.0,£
23,96.0,0.0,Profit and loss account,Profit and loss account 56305 50490,50490,2016.0,£
