,conf,currYr,label,source,value,year,unit
0,77.0,1.0,Intangible assets,Intangible assets 141 381,141,2017.0,£000
1,81.0,0.0,Intangible assets,Intangible assets 141 381,381,2016.0,£000
2,89.0,1.0,Debtors,Debtors 49936 11334,49936,2017.0,£000
3,96.0,0.0,Debtors,Debtors 49936 11334,11334,2016.0,£000
4,96.0,1.0,Cash and cash equivalents,Cash and cash equivalents 5198 10722,5198,2017.0,£000
5,96.0,0.0,Cash and cash equivalents,Cash and cash equivalents 5198 10722,10722,2016.0,£000
6,96.0,1.0,Total current assets,Total current assets 55134 22056,55134,2017.0,£000
7,88.0,0.0,Total current assets,Total current assets 55134 22056,22056,2016.0,£000
8,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 41344 10907,41344,2017.0,£000
9,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 41344 10907,10907,2016.0,£000
10,95.0,1.0,Net current assets,Net current assets 13790 11149,13790,2017.0,£000
11,92.0,0.0,Net current assets,Net current assets 13790 11149,11149,2016.0,£000
12,95.0,1.0,Total assets less current liabilities,Total assets less current liabilities 13931 11530,13931,2017.0,£000
13,94.0,0.0,Total assets less current liabilities,Total assets less current liabilities 13931 11530,11530,2016.0,£000
14,93.0,1.0,Net assets,Net assets 13931 11530,13931,2017.0,£000
15,93.0,0.0,Net assets,Net assets 13931 11530,11530,2016.0,£000
