,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Tangible assets  .,Tangible assets 4 . 4673919 4699392,4673919,2018.0,£
1,95.0,0.0,Tangible assets  .,Tangible assets 4 . 4673919 4699392,4699392,2017.0,£
2,96.0,1.0,Stocks .,Stocks . 5 160878 163877,160878,2018.0,£
3,96.0,0.0,Stocks .,Stocks . 5 160878 163877,163877,2017.0,£
4,96.0,1.0,Debtors amounts falling due within one year .,Debtors amounts falling due within one year 6. 820784  320384,820784,2018.0,£
5,0.0,0.0,Debtors amounts falling due within one year .,Debtors amounts falling due within one year 6. 820784  320384,320384,2017.0,£
6,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 7 502478 293763,502478,2018.0,£
7,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 7 502478 293763,293763,2017.0,£
8,14.0,1.0,.,.  1484140 778024,1484140,2018.0,£
9,94.0,0.0,.,.  1484140 778024,778024,2017.0,£
10,96.0,1.0,Creditors amounts falling due within one . year,Creditors amounts falling due within one . year 8 790226  609715,790226,2018.0,£
11,31.0,0.0,Creditors amounts falling due within one . year,Creditors amounts falling due within one . year 8 790226  609715,609715,2017.0,£
12,96.0,1.0,Deferred tax a,Deferred tax a 3265 5044,3265,2018.0,£
13,95.0,0.0,Deferred tax a,Deferred tax a 3265 5044,5044,2017.0,£
