,conf,currYr,label,source,value,year,unit
0,83.0,1.0,Investments  Unquoted investments,Investments  Unquoted investments  1715784 29491443,1715784,2018.0,£
1,37.0,0.0,Investments  Unquoted investments,Investments  Unquoted investments  1715784 29491443,29491443,2017.0,£
2,58.0,1.0,Debtors,Debtors 6 13965839 13445259,13965839,2018.0,£
3,58.0,0.0,Debtors,Debtors 6 13965839 13445259,13445259,2017.0,£
4,68.0,1.0,Cash,Cash 86735835 44519771,86735835,2018.0,£
5,91.0,0.0,Cash,Cash 86735835 44519771,44519771,2017.0,£
6,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 7 329458 1534,329458,2018.0,£
7,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 7 329458 1534,1534,2017.0,£
8,74.0,1.0,Net assets attributable to members,Net assets attributable to members 152088000 87454939,152088000,2018.0,£
9,74.0,0.0,Net assets attributable to members,Net assets attributable to members 152088000 87454939,87454939,2017.0,£
10,96.0,1.0,Members capital classified as equity,Members capital classified as equity 1468000 1453000,1468000,2018.0,£
11,96.0,0.0,Members capital classified as equity,Members capital classified as equity 1468000 1453000,1453000,2017.0,£
12,82.0,1.0,Other reserves,Other reserves 150620000 86001939,150620000,2018.0,£
13,94.0,0.0,Other reserves,Other reserves 150620000 86001939,86001939,2017.0,£
14,94.0,1.0,Loans and other debts due tofrom members less advance,Loans and other debts due tofrom members less advance 30381 8760,30381,2018.0,£
15,96.0,0.0,Loans and other debts due tofrom members less advance,Loans and other debts due tofrom members less advance 30381 8760,8760,2017.0,£
16,76.0,1.0,Members other interests,Members other interests 152088000 87454939,152088000,2018.0,£
17,83.0,0.0,Members other interests,Members other interests 152088000 87454939,87454939,2017.0,£
18,72.0,1.0,Members total interests,Members total interests 152057619 87463699,152057619,2018.0,£
19,96.0,0.0,Members total interests,Members total interests 152057619 87463699,87463699,2017.0,£
