,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Tangible assets,Tangible assets 3378 35945,3378,2016.0,£
1,96.0,0.0,Tangible assets,Tangible assets 3378 35945,35945,2015.0,£
2,95.0,1.0,Debtors on,Debtors on 45137 86982,45137,2016.0,£
3,96.0,0.0,Debtors on,Debtors on 45137 86982,86982,2015.0,£
4,95.0,1.0,Cash at bank and in hand,Cash at bank and in hand 6671 19162,6671,2016.0,£
5,94.0,0.0,Cash at bank and in hand,Cash at bank and in hand 6671 19162,19162,2015.0,£
6,96.0,1.0,Creditors amounts falling due within one year a,year a 47012 48815,47012,2016.0,£
7,96.0,0.0,Creditors amounts falling due within one year a,year a 47012 48815,48815,2015.0,£
8,87.0,1.0,Net current assets,Net current assets 4796 57329,4796,2016.0,£
9,96.0,0.0,Net current assets,Net current assets 4796 57329,57329,2015.0,£
10,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 8174 93274,8174,2016.0,£
11,94.0,0.0,Total assets less current liabilities,Total assets less current liabilities 8174 93274,93274,2015.0,£
12,96.0,1.0,Net assets,Net assets 8174 72179,8174,2016.0,£
13,94.0,0.0,Net assets,Net assets 8174 72179,72179,2015.0,£
