,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Stocks   Debtors,Stocks 6031 4588 Debtors 4 46469 49781,46469,2017.0,$C425845)
1,96.0,0.0,Stocks   Debtors,Stocks 6031 4588 Debtors 4 46469 49781,49781,2016.0,$C425845)
2,94.0,1.0,Cash at bank,Cash at bank 17975 6943,17975,2017.0,$C425845)
3,93.0,0.0,Cash at bank,Cash at bank 17975 6943,6943,2016.0,$C425845)
4,96.0,1.0,Amounts falling due within one year,Amounts falling due within one year 5 60819 52690,60819,2017.0,$C425845)
5,96.0,0.0,Amounts falling due within one year,Amounts falling due within one year 5 60819 52690,52690,2016.0,$C425845)
6,96.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 9656 8622,9656,2017.0,$C425845)
7,96.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 9656 8622,8622,2016.0,$C425845)
8,95.0,1.0,LIABILITIES,LIABILITIES 9656 8622,9656,2017.0,$C425845)
9,95.0,0.0,LIABILITIES,LIABILITIES 9656 8622,8622,2016.0,$C425845)
10,96.0,1.0,Cailed up share capital,Cailed up share capital 1 1,1,2017.0,$C425845)
11,95.0,0.0,Cailed up share capital,Cailed up share capital 1 1,1,2016.0,$C425845)
12,94.0,1.0,Retained earnings,Retained earnings 9655 8621,9655,2017.0,$C425845)
13,96.0,0.0,Retained earnings,Retained earnings 9655 8621,8621,2016.0,$C425845)
14,92.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 9656 8622,9656,2017.0,$C425845)
15,96.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 9656 8622,8622,2016.0,$C425845)
