,conf,currYr,label,source,value,year,unit
0,66.0,1.0,Tangible assets,Tangible assets 4 898746 753547,898746,2018.0,£
1,73.0,0.0,Tangible assets,Tangible assets 4 898746 753547,753547,2017.0,£
2,92.0,1.0,Stocks    Debtors,Stocks 5 15297 44167 Debtors 6 221803 238261,221803,2018.0,£
3,95.0,0.0,Stocks    Debtors,Stocks 5 15297 44167 Debtors 6 221803 238261,238261,2017.0,£
4,44.0,1.0,Cash in hand,Cash in hand 1000 1000,1000,2018.0,£
5,38.0,0.0,Cash in hand,Cash in hand 1000 1000,1000,2017.0,£
6,94.0,1.0,Amounts falling due within one year,Amounts falling due within one year 7 317273 353015,317273,2018.0,£
7,95.0,0.0,Amounts falling due within one year,Amounts falling due within one year 7 317273 353015,353015,2017.0,£
8,89.0,1.0,NET CURRENT LIABILITIES,NET CURRENT LIABILITIES 79173 69587,79173,2018.0,£
9,92.0,0.0,NET CURRENT LIABILITIES,NET CURRENT LIABILITIES 79173 69587,69587,2017.0,£
10,96.0,1.0,LIABILITIES,LIABILITIES 819573 683960,819573,2018.0,£
11,95.0,0.0,LIABILITIES,LIABILITIES 819573 683960,683960,2017.0,£
12,94.0,1.0,Amounts falling duc after more than onc year,year 8 307904 221532,307904,2018.0,£
13,81.0,0.0,Amounts falling duc after more than onc year,year 8 307904 221532,221532,2017.0,£
14,55.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 10 136925 135830,136925,2018.0,£
15,95.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 10 136925 135830,135830,2017.0,£
16,95.0,1.0,None NET ASSETS,None NET ASSETS 374744 326598,374744,2018.0,£
17,92.0,0.0,None NET ASSETS,None NET ASSETS 374744 326598,326598,2017.0,£
18,96.0,1.0,Called up share capital,Called up share capital 1000 1000,1000,2018.0,£
19,96.0,0.0,Called up share capital,Called up share capital 1000 1000,1000,2017.0,£
20,92.0,1.0,Retained earnings,Retained earnings 373744 325598,373744,2018.0,£
21,93.0,0.0,Retained earnings,Retained earnings 373744 325598,325598,2017.0,£
22,95.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 374744 326598,374744,2018.0,£
23,93.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 374744 326598,326598,2017.0,£
