,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Tangible assets,Tangible assets 3 1143 1699,1143,2017.0,£
1,96.0,0.0,Tangible assets,Tangible assets 3 1143 1699,1699,2016.0,£
2,79.0,1.0,Debtors,Debtors 4 61135 1757,61135,2017.0,£
3,96.0,0.0,Debtors,Debtors 4 61135 1757,1757,2016.0,£
4,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 113340 90083,113340,2017.0,£
5,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 113340 90083,90083,2016.0,£
6,96.0,1.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 5 50690 34343,50690,2017.0,£
7,96.0,0.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 5 50690 34343,34343,2016.0,£
8,95.0,1.0,Net current assets,Net current assets 123785 107497,123785,2017.0,£
9,96.0,0.0,Net current assets,Net current assets 123785 107497,107497,2016.0,£
10,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 124928 109196,124928,2017.0,£
11,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 124928 109196,109196,2016.0,£
12,96.0,1.0,Provisions for liabilities,Provisions for liabilities 217 340,217,2017.0,£
13,96.0,0.0,Provisions for liabilities,Provisions for liabilities 217 340,340,2016.0,£
14,96.0,1.0,Net assets,Net assets 124711 108856,124711,2017.0,£
15,96.0,0.0,Net assets,Net assets 124711 108856,108856,2016.0,£
16,96.0,1.0,Called up share capital,Called up share capital 2000 2000,2000,2017.0,£
17,96.0,0.0,Called up share capital,Called up share capital 2000 2000,2000,2016.0,£
18,96.0,1.0,Profit and loss account,Profit and loss account 122711 106856,122711,2017.0,£
19,95.0,0.0,Profit and loss account,Profit and loss account 122711 106856,106856,2016.0,£
20,95.0,1.0,Total equity,Total equity 124711 108856,124711,2017.0,£
21,91.0,0.0,Total equity,Total equity 124711 108856,108856,2016.0,£
