,conf,currYr,label,source,value,year,unit
0,83.0,1.0,Note,Note 000 000,000,2018.0,£'000
1,91.0,0.0,Note,Note 000 000,000,2017.0,£'000
2,55.0,1.0,Debtors .,Debtors 4. 44 44,44,2018.0,£'000
3,95.0,0.0,Debtors .,Debtors 4. 44 44,44,2017.0,£'000
4,96.0,1.0,Net assets,Net assets  44 44,44,2018.0,£'000
5,64.0,0.0,Net assets,Net assets  44 44,44,2017.0,£'000
6,96.0,1.0,Profit and loss account .,Profit and loss account . 44 44,44,2018.0,£'000
7,96.0,0.0,Profit and loss account .,Profit and loss account . 44 44,44,2017.0,£'000
8,96.0,1.0,Total shareholders funds,Total shareholders funds 44 44,44,2018.0,£'000
9,96.0,0.0,Total shareholders funds,Total shareholders funds 44 44,44,2017.0,£'000
