,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Tangible assets,Tangible assets  4 10016 14132,10016,2018.0,£
1,96.0,0.0,Tangible assets,Tangible assets  4 10016 14132,14132,2017.0,£
2,95.0,1.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 5 130553 86147,130553,2018.0,£
3,96.0,0.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 5 130553 86147,86147,2017.0,£
4,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 6 439249 620985,439249,2018.0,£
5,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 6 439249 620985,620985,2017.0,£
6,96.0,1.0,Year,Year 7 189116 182595,189116,2018.0,£
7,96.0,0.0,Year,Year 7 189116 182595,182595,2017.0,£
8,95.0,1.0,Net current assets,Net current assets  380686 524537,380686,2018.0,£
9,93.0,0.0,Net current assets,Net current assets  380686 524537,524537,2017.0,£
10,96.0,1.0,Total assets fess current liabilities,Total assets fess current liabilities  390702 538669,390702,2018.0,£
11,96.0,0.0,Total assets fess current liabilities,Total assets fess current liabilities  390702 538669,538669,2017.0,£
12,95.0,1.0,Net assets,Net assets 390702 538669,390702,2018.0,£
13,96.0,0.0,Net assets,Net assets 390702 538669,538669,2017.0,£
14,93.0,1.0,Other amounts,Other amounts 8 376980 424947,376980,2018.0,£
15,96.0,0.0,Other amounts,Other amounts 8 376980 424947,424947,2017.0,£
16,76.0,1.0,Loans and other debts due to members,Loans and other debts due to members 8 376980 424947,376980,2018.0,£
17,96.0,0.0,Loans and other debts due to members,Loans and other debts due to members 8 376980 424947,424947,2017.0,£
18,96.0,1.0,Members other interests,Members other interests 13722 113722,13722,2018.0,£
19,96.0,0.0,Members other interests,Members other interests 13722 113722,113722,2017.0,£
