,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2017 2016,2017,2017.0,£
1,95.0,0.0,Notes,Notes 2017 2016,2016,2016.0,£
2,96.0,1.0,Tangible assets,Tangible assets 12 116601 141413,116601,2017.0,£
3,96.0,0.0,Tangible assets,Tangible assets 12 116601 141413,141413,2016.0,£
4,96.0,1.0,Investments,Investments 13 1287500 1287500,1287500,2017.0,£
5,96.0,0.0,Investments,Investments 13 1287500 1287500,1287500,2016.0,£
6,84.0,1.0,Stocks,Stocks 14 49935824 51414182,49935824,2017.0,£
7,96.0,0.0,Stocks,Stocks 14 49935824 51414182,51414182,2016.0,£
8,95.0,1.0,Debtors,Debtors 15 26149292 20226412,26149292,2017.0,£
9,95.0,0.0,Debtors,Debtors 15 26149292 20226412,20226412,2016.0,£
10,92.0,1.0,Cash at bank and in hand,Cash at bank and in hand 3164242 2964659,3164242,2017.0,£
11,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 3164242 2964659,2964659,2016.0,£
12,96.0,1.0,Amounts falling due within one year,Amounts falling due within one year 16 31665959 28196177,31665959,2017.0,£
13,96.0,0.0,Amounts falling due within one year,Amounts falling due within one year 16 31665959 28196177,28196177,2016.0,£
14,95.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 47583399 46409076,47583399,2017.0,£
15,95.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 47583399 46409076,46409076,2016.0,£
16,96.0,1.0,LIABILITIES,LIABILITIES 48987500 47837989,48987500,2017.0,£
17,96.0,0.0,LIABILITIES,LIABILITIES 48987500 47837989,47837989,2016.0,£
18,95.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 17  129856 372924,129856,2017.0,£
19,96.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 17  129856 372924,372924,2016.0,£
20,96.0,1.0,NET ASSETS,NET ASSETS 48857644 47465065,48857644,2017.0,£
21,94.0,0.0,NET ASSETS,NET ASSETS 48857644 47465065,47465065,2016.0,£
22,96.0,1.0,Called up share capital,Called up share capital 18 800000 800000,800000,2017.0,£
23,96.0,0.0,Called up share capital,Called up share capital 18 800000 800000,800000,2016.0,£
24,93.0,1.0,Sharebased payments reserve,Sharebased payments reserve 19 326892 208684,326892,2017.0,£
25,96.0,0.0,Sharebased payments reserve,Sharebased payments reserve 19 326892 208684,208684,2016.0,£
26,96.0,1.0,Retained earnings,Retained earnings 47730752 46456381,47730752,2017.0,£
27,96.0,0.0,Retained earnings,Retained earnings 47730752 46456381,46456381,2016.0,£
28,96.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 48857644 47465065,48857644,2017.0,£
29,95.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 48857644 47465065,47465065,2016.0,£
