,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,96.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Tangible assets,Tangible assets 2 10228 12032,10228,2018.0,£
3,95.0,0.0,Tangible assets,Tangible assets 2 10228 12032,12032,2017.0,£
4,94.0,1.0,Cash at bank and in hand,Cash at bank and in hand 72108 73682,72108,2018.0,£
5,95.0,0.0,Cash at bank and in hand,Cash at bank and in hand 72108 73682,73682,2017.0,£
6,96.0,1.0,Creditors amounts falling due within one year,due within one year 3 11167 13088,11167,2018.0,£
7,83.0,0.0,Creditors amounts falling due within one year,due within one year 3 11167 13088,13088,2017.0,£
8,96.0,1.0,Net current assets,Net current assets 60941 60594,60941,2018.0,£
9,94.0,0.0,Net current assets,Net current assets 60941 60594,60594,2017.0,£
10,78.0,1.0,Net assets,Net assets 71169 72626,71169,2018.0,£
11,96.0,0.0,Net assets,Net assets 71169 72626,72626,2017.0,£
12,96.0,1.0,Called up share capital,Called up share capital 100 100,100,2018.0,£
13,96.0,0.0,Called up share capital,Called up share capital 100 100,100,2017.0,£
14,91.0,1.0,Profit and loss account,Profit and loss account 71069 72526,71069,2018.0,£
15,95.0,0.0,Profit and loss account,Profit and loss account 71069 72526,72526,2017.0,£
16,91.0,1.0,Shareholders funds,Shareholders funds 71169 72626,71169,2018.0,£
17,95.0,0.0,Shareholders funds,Shareholders funds 71169 72626,72626,2017.0,£
