,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Debtors,Debtors 4 1082,4,2017.0,£
1,97.0,0.0,Debtors,Debtors 4 1082,1082,2016.0,£
2,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 4534 586,4534,2017.0,£
3,77.0,0.0,Cash at bank and in hand,Cash at bank and in hand 4534 586,586,2016.0,£
4,95.0,1.0,Net current assets,Net current assets 1534 1534,1534,2017.0,£
5,96.0,0.0,Net current assets,Net current assets 1534 1534,1534,2016.0,£
6,96.0,1.0,Net assets,Net assets 1534 1534,1534,2017.0,£
7,95.0,0.0,Net assets,Net assets 1534 1534,1534,2016.0,£
8,96.0,1.0,Called up share capital,Called up share capital 1000 1000,1000,2017.0,£
9,96.0,0.0,Called up share capital,Called up share capital 1000 1000,1000,2016.0,£
10,96.0,1.0,. Profit and loss account,. Profit and loss account 534 534,534,2017.0,£
11,94.0,0.0,. Profit and loss account,. Profit and loss account 534 534,534,2016.0,£
12,96.0,1.0,Shareholders funds,Shareholders funds 1534 1534,1534,2017.0,£
13,96.0,0.0,Shareholders funds,Shareholders funds 1534 1534,1534,2016.0,£
