,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,96.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Tangible assets,Tangible assets 968 968,968,2018.0,£
3,96.0,0.0,Tangible assets,Tangible assets 968 968,968,2017.0,£
4,96.0,1.0,Stocks,Stocks 17005 17005,17005,2018.0,£
5,96.0,0.0,Stocks,Stocks 17005 17005,17005,2017.0,£
6,96.0,1.0,Debtors,Debtors 28178 25285,28178,2018.0,£
7,96.0,0.0,Debtors,Debtors 28178 25285,25285,2017.0,£
8,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 15631 204710,15631,2018.0,£
9,88.0,0.0,Cash at bank and in hand,Cash at bank and in hand 15631 204710,204710,2017.0,£
10,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 154734 154734,154734,2018.0,£
11,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 154734 154734,154734,2017.0,£
12,96.0,1.0,Net current liabilitiesassets,Net current liabilitiesassets 93920 92266,93920,2018.0,£
13,96.0,0.0,Net current liabilitiesassets,Net current liabilitiesassets 93920 92266,92266,2017.0,£
14,95.0,1.0,Total assets less current liabilities,Total assets less current liabilities 92952 93234,92952,2018.0,£
15,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 92952 93234,93234,2017.0,£
16,96.0,1.0,Net liabilitiesassets attributable to members,Net liabilitiesassets attributable to members 92952 93234,92952,2018.0,£
17,96.0,0.0,Net liabilitiesassets attributable to members,Net liabilitiesassets attributable to members 92952 93234,93234,2017.0,£
18,95.0,1.0,Members capital classified as equity Other reserves NN,Members capital classified as equity Other reserves NN 36312 129264 36312 56922,36312,2018.0,£
19,96.0,0.0,Members capital classified as equity Other reserves NN,Members capital classified as equity Other reserves NN 36312 129264 36312 56922,56922,2017.0,£
20,96.0,1.0,Amounts due from members included in debtors Loans and other debts due to members NOD,Amounts due from members included in debtors Loans and other debts due to members NOD 21425 21 425 21425 21425,21425,2018.0,£
21,96.0,0.0,Amounts due from members included in debtors Loans and other debts due to members NOD,Amounts due from members included in debtors Loans and other debts due to members NOD 21425 21 425 21425 21425,21425,2017.0,£
22,95.0,1.0,Members other interests,Members other interests 92952 93234,92952,2018.0,£
23,96.0,0.0,Members other interests,Members other interests 92952 93234,93234,2017.0,£
