,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,96.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Property plant and equipment,Property plant and equipment 935 1500,935,2018.0,£
3,96.0,0.0,Property plant and equipment,Property plant and equipment 935 1500,1500,2017.0,£
4,86.0,1.0,Cash and cash equivalents,Cash and cash equivalents 18216 16326,18216,2018.0,£
5,95.0,0.0,Cash and cash equivalents,Cash and cash equivalents 18216 16326,16326,2017.0,£
6,96.0,1.0,Trade and other payables amounts falling due within one,Trade and other payables amounts falling due within one 17167 16679,17167,2018.0,£
7,96.0,0.0,Trade and other payables amounts falling due within one,Trade and other payables amounts falling due within one 17167 16679,16679,2017.0,£
8,95.0,1.0,Net current assets,Net current assets 1049 353,1049,2018.0,£
9,96.0,0.0,Net current assets,Net current assets 1049 353,353,2017.0,£
10,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 1984 1147,1984,2018.0,£
11,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 1984 1147,1147,2017.0,£
12,96.0,1.0,Trade and other payables amounts falling due after more than one year,Trade and other payables amounts falling due after more than one year 17 89,17,2018.0,£
13,87.0,0.0,Trade and other payables amounts falling due after more than one year,Trade and other payables amounts falling due after more than one year 17 89,89,2017.0,£
14,95.0,1.0,Net assets,Net assets 1967 1058,1967,2018.0,£
15,96.0,0.0,Net assets,Net assets 1967 1058,1058,2017.0,£
16,75.0,1.0,Called up share capital,Called up share capital 1 1,1,2018.0,£
17,96.0,0.0,Called up share capital,Called up share capital 1 1,1,2017.0,£
18,95.0,1.0,Retained eamings,Retained eamings 1966 1057,1966,2018.0,£
19,86.0,0.0,Retained eamings,Retained eamings 1966 1057,1057,2017.0,£
20,95.0,1.0,Shareholders funds,Shareholders funds 1967 1058,1967,2018.0,£
21,96.0,0.0,Shareholders funds,Shareholders funds 1967 1058,1058,2017.0,£
