,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Investments,Investments 4 420744 420744,420744,2017.0,£
1,96.0,0.0,Investments,Investments 4 420744 420744,420744,2016.0,£
2,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 851 892,851,2017.0,£
3,94.0,0.0,Cash at bank and in hand,Cash at bank and in hand 851 892,892,2016.0,£
4,96.0,1.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 5 65070 65070,65070,2017.0,£
5,96.0,0.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 5 65070 65070,65070,2016.0,£
6,96.0,1.0,Net current liabilities,Net current liabilities 64219 64178,64219,2017.0,£
7,96.0,0.0,Net current liabilities,Net current liabilities 64219 64178,64178,2016.0,£
8,95.0,1.0,Net assets,Net assets 356525 356566,356525,2017.0,£
9,96.0,0.0,Net assets,Net assets 356525 356566,356566,2016.0,£
10,96.0,1.0,Called up share capital,Called up share capital 28400 28400,28400,2017.0,£
11,96.0,0.0,Called up share capital,Called up share capital 28400 28400,28400,2016.0,£
12,96.0,1.0,Share premium reserve,Share premium reserve 242059 242059,242059,2017.0,£
13,96.0,0.0,Share premium reserve,Share premium reserve 242059 242059,242059,2016.0,£
14,96.0,1.0,Profit and loss account,Profit and loss account 86066 86107,86066,2017.0,£
15,96.0,0.0,Profit and loss account,Profit and loss account 86066 86107,86107,2016.0,£
16,96.0,1.0,Total equity,Total equity 356525 356566,356525,2017.0,£
17,96.0,0.0,Total equity,Total equity 356525 356566,356566,2016.0,£
