,conf,currYr,label,source,value,year,unit
0,96.0,1.0,FIXED ASSETS,FIXED ASSETS 143 286,143,2018.0,£
1,96.0,0.0,FIXED ASSETS,FIXED ASSETS 143 286,286,2017.0,£
2,78.0,1.0,CURRENT ASSETS,CURRENT ASSETS 43441 58792,43441,2018.0,£
3,72.0,0.0,CURRENT ASSETS,CURRENT ASSETS 43441 58792,58792,2017.0,£
4,95.0,1.0,Amounts falling due within one year,Amounts falling due within one year 9543 17556,9543,2018.0,£
5,93.0,0.0,Amounts falling due within one year,Amounts falling due within one year 9543 17556,17556,2017.0,£
6,94.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 33898 41236,33898,2018.0,£
7,94.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 33898 41236,41236,2017.0,£
8,92.0,1.0,LIABILITIES,LIABILITIES 34041 41522,34041,2018.0,£
9,93.0,0.0,LIABILITIES,LIABILITIES 34041 41522,41522,2017.0,£
10,95.0,1.0,CAPITAL AND RESERVES,CAPITAL AND RESERVES 34041 41522,34041,2018.0,£
11,83.0,0.0,CAPITAL AND RESERVES,CAPITAL AND RESERVES 34041 41522,41522,2017.0,£
