,conf,currYr,label,source,value,year,unit
0,83.0,1.0,Fixed assets,Fixed assets 502972 502972,502972,2018.0,£
1,96.0,0.0,Fixed assets,Fixed assets 502972 502972,502972,2017.0,£
2,96.0,1.0,Current assets,Current assets 117306 110445,117306,2018.0,£
3,94.0,0.0,Current assets,Current assets 117306 110445,110445,2017.0,£
4,96.0,1.0,Creditors amounts falling due,Creditors amounts falling due 107393 48735,107393,2018.0,£
5,96.0,0.0,Creditors amounts falling due,Creditors amounts falling due 107393 48735,48735,2017.0,£
6,95.0,1.0,Net current assets,Net current assets 9913 61710,9913,2018.0,£
7,96.0,0.0,Net current assets,Net current assets 9913 61710,61710,2017.0,£
8,96.0,1.0,Tota assets less current liabilities,Tota assets less current liabilities 512885 564682,512885,2018.0,£
9,96.0,0.0,Tota assets less current liabilities,Tota assets less current liabilities 512885 564682,564682,2017.0,£
10,96.0,1.0,Creditors amounts falling due,Creditors amounts falling due 381419 440159,381419,2018.0,£
11,96.0,0.0,Creditors amounts falling due,Creditors amounts falling due 381419 440159,440159,2017.0,£
12,79.0,1.0,Accruals and deferred income,Accruals and deferred income 28523 24187,28523,2018.0,£
13,96.0,0.0,Accruals and deferred income,Accruals and deferred income 28523 24187,24187,2017.0,£
14,95.0,1.0,Net assets,Net assets 102943 100336,102943,2018.0,£
15,95.0,0.0,Net assets,Net assets 102943 100336,100336,2017.0,£
16,96.0,1.0,Capita and reserves,Capita and reserves 102943 100336,102943,2018.0,£
17,95.0,0.0,Capita and reserves,Capita and reserves 102943 100336,100336,2017.0,£
