,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Plant machinery and motor vehicles,Plant machinery and motor vehicles 2 376482 289395,376482,2018.0,£
1,94.0,0.0,Plant machinery and motor vehicles,Plant machinery and motor vehicles 2 376482 289395,289395,2017.0,£
2,95.0,1.0,Debtorsprepaymentsother current assets,Debtorsprepaymentsother current assets 16610 8335,16610,2018.0,£
3,95.0,0.0,Debtorsprepaymentsother current assets,Debtorsprepaymentsother current assets 16610 8335,8335,2017.0,£
4,96.0,1.0,Trade creditorsaccruals,Trade creditorsaccruals 213193 172257,213193,2018.0,£
5,95.0,0.0,Trade creditorsaccruals,Trade creditorsaccruals 213193 172257,172257,2017.0,£
6,80.0,1.0,Other liabilities,Other liabilities 170079 52042,170079,2018.0,£
7,96.0,0.0,Other liabilities,Other liabilities 170079 52042,52042,2017.0,£
8,96.0,1.0,Net current liabilities,Net current liabilities 364976 232872,364976,2018.0,£
9,96.0,0.0,Net current liabilities,Net current liabilities 364976 232872,232872,2017.0,£
10,96.0,1.0,Loans due after more than one year,Loans due after more than one year 211942 165609,211942,2018.0,£
11,96.0,0.0,Loans due after more than one year,Loans due after more than one year 211942 165609,165609,2017.0,£
12,96.0,1.0,Net business liabilities,Net business liabilities 200436 109086,200436,2018.0,£
13,96.0,0.0,Net business liabilities,Net business liabilities 200436 109086,109086,2017.0,£
14,96.0,1.0,Balance at start of period,Balance at start of period 109086 2350,109086,2018.0,£
15,96.0,0.0,Balance at start of period,Balance at start of period 109086 2350,2350,2017.0,£
16,96.0,1.0,Net loss,Net loss 112279 69844,112279,2018.0,£
17,96.0,0.0,Net loss,Net loss 112279 69844,69844,2017.0,£
18,96.0,1.0,Drawings,Drawings 46628 41592,46628,2018.0,£
19,96.0,0.0,Drawings,Drawings 46628 41592,41592,2017.0,£
