,conf,currYr,label,source,value,year,unit
0,93.0,1.0,Current assets Debtors    Cash at bank and in hand,Current assets Debtors 4 534 698 Cash at bank and in hand 87 7470,87,2017.0,£
1,29.0,0.0,Current assets Debtors    Cash at bank and in hand,Current assets Debtors 4 534 698 Cash at bank and in hand 87 7470,7470,2016.0,£
2,95.0,1.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year  2000 2157,2000,2017.0,£
3,87.0,0.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year  2000 2157,2157,2016.0,£
4,77.0,1.0,Net assets .,Net assets . 3601 6041,3601,2017.0,£
5,95.0,0.0,Net assets .,Net assets . 3601 6041,6041,2016.0,£
6,96.0,1.0,Called up share capital,Called up share capital 5 5,5,2017.0,£
7,95.0,0.0,Called up share capital,Called up share capital 5 5,5,2016.0,£
8,89.0,1.0,Share premium reserve   Profit and loss account,Share premium reserve 2993256 2993256 Profit and loss account 2989660 2987250,2989660,2017.0,£
9,95.0,0.0,Share premium reserve   Profit and loss account,Share premium reserve 2993256 2993256 Profit and loss account 2989660 2987250,2987250,2016.0,£
10,65.0,1.0,Total equity,Total equity 3601 6011,3601,2017.0,£
11,91.0,0.0,Total equity,Total equity 3601 6011,6011,2016.0,£
