,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,95.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,93.0,1.0,Debtors,Debtors 9383 10481,9383,2018.0,£
3,96.0,0.0,Debtors,Debtors 9383 10481,10481,2017.0,£
4,90.0,1.0,Cash at bank and in hand,Cash at bank and in hand 5835 4402,5835,2018.0,£
5,93.0,0.0,Cash at bank and in hand,Cash at bank and in hand 5835 4402,4402,2017.0,£
6,96.0,1.0,Total current assets,Total current assets 15218 14883,15218,2018.0,£
7,96.0,0.0,Total current assets,Total current assets 15218 14883,14883,2017.0,£
8,96.0,1.0,Net current assets liabilities,Net current assets liabilities 12352 10086,12352,2018.0,£
9,94.0,0.0,Net current assets liabilities,Net current assets liabilities 12352 10086,10086,2017.0,£
0,96.0,1.0,Notes,Notes 2018 2017,2018,2018.0,£
1,88.0,0.0,Notes,Notes 2018 2017,2017,2017.0,£
2,96.0,1.0,Called up share capital,Called up share capital 100 100,100,2018.0,£
3,96.0,0.0,Called up share capital,Called up share capital 100 100,100,2017.0,£
4,79.0,1.0,Profit and loss account,Profit and loss account 12252 9986,12252,2018.0,£
5,94.0,0.0,Profit and loss account,Profit and loss account 12252 9986,9986,2017.0,£
6,96.0,1.0,Shareholders funds,Shareholders funds 12352 10086,12352,2018.0,£
7,96.0,0.0,Shareholders funds,Shareholders funds 12352 10086,10086,2017.0,£
