,conf,currYr,label,source,value,year,unit
0,94.0,1.0,Tangible assets,Tangible assets 8 59576 79636,59576,2018.0,£
1,96.0,0.0,Tangible assets,Tangible assets 8 59576 79636,79636,2017.0,£
2,96.0,1.0,Stocks,Stocks 9 491238 620084,491238,2018.0,£
3,96.0,0.0,Stocks,Stocks 9 491238 620084,620084,2017.0,£
4,95.0,1.0,Debtors,Debtors 10 1670693 2019622,1670693,2018.0,£
5,95.0,0.0,Debtors,Debtors 10 1670693 2019622,2019622,2017.0,£
6,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 220788 271785,220788,2018.0,£
7,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 220788 271785,271785,2017.0,£
8,96.0,1.0,Amounts falling due within one year,Amounts falling due within one year 11 795968 1384506,795968,2018.0,£
9,94.0,0.0,Amounts falling due within one year,Amounts falling due within one year 11 795968 1384506,1384506,2017.0,£
10,96.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 1586751 1526985,1586751,2018.0,£
11,80.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 1586751 1526985,1526985,2017.0,£
12,96.0,1.0,LIABILITIES,LIABILITIES 1646327 1606621,1646327,2018.0,£
13,96.0,0.0,LIABILITIES,LIABILITIES 1646327 1606621,1606621,2017.0,£
14,96.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 13 10638 14250,10638,2018.0,£
15,95.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 13 10638 14250,14250,2017.0,£
16,96.0,1.0,NET ASSETS,NET ASSETS 1635689 1592371,1635689,2018.0,£
17,95.0,0.0,NET ASSETS,NET ASSETS 1635689 1592371,1592371,2017.0,£
18,96.0,1.0,Called up share capital,Called up share capital 14 2000 2000,2000,2018.0,£
19,96.0,0.0,Called up share capital,Called up share capital 14 2000 2000,2000,2017.0,£
20,96.0,1.0,Other reserves,Other reserves  500 500,500,2018.0,£
21,96.0,0.0,Other reserves,Other reserves  500 500,500,2017.0,£
22,96.0,1.0,Retained earnings,Retained earnings 1633189 1589871,1633189,2018.0,£
23,96.0,0.0,Retained earnings,Retained earnings 1633189 1589871,1589871,2017.0,£
24,96.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 1635689 1592371,1635689,2018.0,£
25,96.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 1635689 1592371,1592371,2017.0,£
