,conf,currYr,label,source,value,year,unit
0,96.0,1.0,Notes,Notes 2016 2015,2016,2016.0,£
1,96.0,0.0,Notes,Notes 2016 2015,2015,2015.0,£
2,88.0,1.0,Tangible assets,Tangible assets 0 0,0,2016.0,£
3,94.0,0.0,Tangible assets,Tangible assets 0 0,0,2015.0,£
4,92.0,1.0,Total fixed assets,Total fixed assets 0 0,0,2016.0,£
5,95.0,0.0,Total fixed assets,Total fixed assets 0 0,0,2015.0,£
6,95.0,1.0,Debtors,Debtors 0 0,0,2016.0,£
7,95.0,0.0,Debtors,Debtors 0 0,0,2015.0,£
8,91.0,1.0,. Total long term liabilities,. Total long term liabilities 0 0,0,2016.0,£
9,92.0,0.0,. Total long term liabilities,. Total long term liabilities 0 0,0,2015.0,£
10,93.0,1.0,EQUITY,EQUITY 0 0,0,2016.0,£
11,95.0,0.0,EQUITY,EQUITY 0 0,0,2015.0,£
12,93.0,1.0,Funds introduced,Funds introduced 0 0,0,2016.0,£
13,94.0,0.0,Funds introduced,Funds introduced 0 0,0,2015.0,£
14,95.0,1.0,Members reserves,Members reserves 0 0,0,2016.0,£
15,95.0,0.0,Members reserves,Members reserves 0 0,0,2015.0,£
