,conf,currYr,label,source,value,year,unit
0,48.0,1.0,Note,Note 000 000 000 000,000,2017.0,£'000
1,55.0,0.0,Note,Note 000 000 000 000,000,2016.0,£'000
2,96.0,1.0,Amounts falling due within one year,one year 2 36 36,36,2017.0,£'000
3,96.0,0.0,Amounts falling due within one year,one year 2 36 36,36,2016.0,£'000
4,96.0,1.0,CURRENT LIABILITIES,CURRENT LIABILITIES 36 36,36,2017.0,£'000
5,96.0,0.0,CURRENT LIABILITIES,CURRENT LIABILITIES 36 36,36,2016.0,£'000
6,96.0,1.0,Calledup share capital    Profit and loss account,Calledup share capital 3   Profit and loss account 4   36  36,36,2017.0,£'000
7,16.0,0.0,Calledup share capital    Profit and loss account,Calledup share capital 3   Profit and loss account 4   36  36,36,2016.0,£'000
8,96.0,1.0,TOTAL SHAREHOLDERS DEFICIT,TOTAL SHAREHOLDERS DEFICIT 36 36,36,2017.0,£'000
9,96.0,0.0,TOTAL SHAREHOLDERS DEFICIT,TOTAL SHAREHOLDERS DEFICIT 36 36,36,2016.0,£'000
